work_year,experience_level,employment_type,job_title,salary,salary_currency,company_location,company_size
2022,Mid,Full-Time,Data Engineer,80000,Euro,Spain,Medium
2022,Mid,Full-Time,Data Engineer,70000,Euro,Spain,Medium
2022,Senior,Full-Time,Analytics Engineer,83376,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,Analytics Engineer,65004,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,Data Engineer,84958,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,Data Engineer,66822,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,Data Analyst,115000,United States Dollar,United States,Large
2022,Entry,Full-Time,Data Scientist,30000,Euro,Spain,Medium
2022,Senior,Full-Time,Data Operations Analyst,81000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Operations Analyst,66000,United States Dollar,United States,Medium
2022,Entry,Full-Time,Data Analyst,46000,United States Dollar,United States,Large
2022,Entry,Full-Time,Data Engineer,80000,United States Dollar,United States,Large
2022,Executive,Full-Time,Machine Learning Scientist,200000,United States Dollar,United States,Small
2022,Executive,Full-Time,Machine Learning Scientist,180000,United States Dollar,United States,Small
2022,Executive,Full-Time,AI Scientist,200000,United States Dollar,United States,Small
2022,Senior,Full-Time,Data Scientist,204100,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,136100,United States Dollar,United States,Medium
2022,Senior,Full-Time,Analytics Engineer,250000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Analytics Engineer,63000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Scientist,96000,British Pound Sterling,United Kingdom,Medium
2022,Mid,Full-Time,Data Scientist,90000,British Pound Sterling,United Kingdom,Medium
2021,Entry,Part-Time,Computer Vision Software Engineer,120000,Danish Krone,Denmark,Large
2022,Senior,Full-Time,Data Specialist,95000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Applied Machine Learning Scientist,75000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Analyst,113000,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Scientist,170000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Analytics Consultant,113000,United States Dollar,United States,Large
2022,Mid,Full-Time,Product Data Analyst,140000,United States Dollar,United States,Medium
2021,Senior,Full-Time,Data Analyst,50000,United States Dollar,Philippines,Small
2022,Mid,Full-Time,BI Data Analyst,77000,Australian Dollar,Australia,Medium
2022,Senior,Full-Time,Lead Data Scientist,28500,Euro,Portugal,Small
2022,Senior,Full-Time,Data Scientist,160000,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Scientist,119300,United States Dollar,United States,Large
2022,Mid,Full-Time,Research Scientist,145000,United States Dollar,United States,Large
2022,Senior,Full-Time,ETL Developer,146200,United States Dollar,United States,Medium
2022,Senior,Full-Time,ETL Developer,124270,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Scientist,225000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Scientist,160000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Scientist,52000,Euro,Netherlands,Small
2022,Senior,Full-Time,Data Engineer,185800,United States Dollar,Canada,Medium
2022,Senior,Full-Time,Data Engineer,137400,United States Dollar,Canada,Medium
2022,Senior,Full-Time,Analytics Engineer,245000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Analytics Engineer,180000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Analytics Engineer,203500,United States Dollar,United States,Medium
2022,Senior,Full-Time,Analytics Engineer,152000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Infrastructure Engineer,186000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Infrastructure Engineer,148800,United States Dollar,United States,Medium
2022,Senior,Full-Time,Lead Machine Learning Engineer,7500000,Indian Rupee,India,Large
2022,Mid,Full-Time,Machine Learning Engineer,104000,British Pound Sterling,United Kingdom,Large
2022,Entry,Full-Time,Data Scientist,82000,United States Dollar,United States,Large
2022,Entry,Part-Time,Data Scientist,110000,United States Dollar,France,Medium
2022,Mid,Full-Time,Applied Machine Learning Scientist,173000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Engineer,186000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Engineer,148800,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Science Manager,158000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Science Manager,134000,United States Dollar,United States,Medium
2022,Executive,Full-Time,Analytics Engineer,200000,United States Dollar,United States,Medium
2022,Executive,Full-Time,Analytics Engineer,150000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,216200,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,144100,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Scientist,110000,Euro,Netherlands,Medium
2022,Mid,Full-Time,Data Scientist,85000,Euro,Netherlands,Medium
2022,Senior,Full-Time,Machine Learning Engineer,85000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Science Manager,206000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Science Manager,175100,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Engineer,189650,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Engineer,164996,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,154000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,126000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Engineer,200000,United States Dollar,United States,Large
2022,Senior,Full-Time,Machine Learning Engineer,150000,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Analyst,117000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,99450,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,200000,United States Dollar,Puerto Rico,Medium
2022,Senior,Full-Time,Data Engineer,135000,United States Dollar,Puerto Rico,Medium
2022,Senior,Full-Time,Machine Learning Engineer,193900,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Engineer,129300,United States Dollar,United States,Medium
2022,Entry,Full-Time,Machine Learning Engineer,45000,British Pound Sterling,United Kingdom,Small
2022,Senior,Full-Time,Data Analyst,70000,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,Data Analyst,50000,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,Data Analyst,175000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,188100,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,139860,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Engineer,248700,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Engineer,167100,United States Dollar,United States,Medium
2022,Mid,Full-Time,BI Data Analyst,48000,Euro,Germany,Small
2022,Senior,Full-Time,Data Architect,141300,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Architect,102100,United States Dollar,United States,Medium
2022,Entry,Full-Time,Data Analyst,50000,United States Dollar,Argentina,Large
2022,Entry,Full-Time,Data Scientist,80000,Euro,Belgium,Large
2022,Mid,Full-Time,Lead Data Scientist,50000,British Pound Sterling,United Kingdom,Small
2022,Senior,Full-Time,Data Architect,250000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Architect,63000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Science Manager,189500,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Science Manager,140100,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Engineer,177600,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Engineer,131300,United States Dollar,United States,Large
2022,Mid,Full-Time,Data Engineer,24000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Engineer,202900,United States Dollar,United States,Large
2022,Entry,Full-Time,Machine Learning Engineer,115000,United States Dollar,United States,Large
2022,Mid,Full-Time,Machine Learning Engineer,193900,United States Dollar,United States,Medium
2022,Mid,Full-Time,Machine Learning Engineer,129300,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,140000,United States Dollar,United States,Large
2022,Mid,Full-Time,Data Analyst,216200,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Analyst,144100,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Scientist,216000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Scientist,144000,United States Dollar,United States,Medium
2022,Entry,Full-Time,Data Analyst,150000,United States Dollar,United States,Large
2022,Mid,Full-Time,Data Scientist,4200000,Indian Rupee,Indonesia,Large
2022,Entry,Full-Time,Applied Data Scientist,50000,United States Dollar,Austria,Medium
2021,Senior,Full-Time,Cloud Data Architect,250000,United States Dollar,United States,Large
2022,Executive,Full-Time,Research Scientist,80000,Euro,Netherlands,Large
2022,Mid,Full-Time,Data Scientist,107000,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,Analytics Engineer,48000,United States Dollar,United States,Small
2022,Executive,Full-Time,Data Science Manager,260500,United States Dollar,United States,Medium
2022,Executive,Full-Time,Data Science Manager,175100,United States Dollar,United States,Medium
2022,Entry,Full-Time,Data Analyst,55000,United States Dollar,United States,Small
2022,Mid,Full-Time,Data Analyst,130000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Applied Machine Learning Scientist,73400,Euro,United Kingdom,Large
2022,Entry,Full-Time,Data Scientist,49500,Euro,Belgium,Small
2022,Mid,Freelance,Applied Machine Learning Scientist,2400000,Indian Rupee,India,Small
2022,Senior,Full-Time,Data Engineer,206699,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,99100,United States Dollar,United States,Medium
2022,Mid,Full-Time,Analytics Engineer,200000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Analytics Engineer,54000,United States Dollar,United States,Medium
2022,Entry,Full-Time,Analytics Engineer,130000,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Engineer,100000,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Engineer,80000,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Scientist,100000,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Specialist,221300,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Specialist,148700,United States Dollar,United States,Large
2022,Entry,Full-Time,Machine Learning Engineer,30000,United States Dollar,United Kingdom,Large
2022,Entry,Full-Time,Data Analyst,27000,Euro,France,Medium
2022,Mid,Full-Time,Data Engineer,74000,British Pound Sterling,United Kingdom,Medium
2022,Mid,Full-Time,Data Engineer,50000,British Pound Sterling,United Kingdom,Medium
2022,Mid,Full-Time,Data Scientist,58000,Euro,Germany,Small
2022,Senior,Full-Time,Data Science Manager,249260,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Science Manager,185400,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Scientist,65000,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,Data Analyst,128875,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,93700,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Engineer,100000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,136260,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,109280,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,92000,United States Dollar,United States,Large
2022,Mid,Full-Time,Data Engineer,110000,British Pound Sterling,United Kingdom,Medium
2022,Mid,Full-Time,Data Engineer,85000,British Pound Sterling,United Kingdom,Medium
2022,Entry,Full-Time,Data Engineer,129000,United States Dollar,United States,Large
2022,Entry,Full-Time,Data Engineer,86000,United States Dollar,United States,Large
2022,Senior,Full-Time,Business Data Analyst,100000,United States Dollar,United States,Large
2022,Mid,Full-Time,Data Scientist,25000,United States Dollar,Turkey,Medium
2022,Mid,Full-Time,Data Analyst,90000,Singapore Dollar,Singapore,Medium
2022,Mid,Full-Time,AI Scientist,200000,United States Dollar,United States,Medium
2022,Entry,Full-Time,Machine Learning Developer,180000,United States Dollar,United States,Large
2022,Mid,Full-Time,Data Scientist,153000,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Analyst,150075,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,110925,United States Dollar,United States,Medium
2022,Mid,Full-Time,Machine Learning Scientist,22800,United States Dollar,Egypt,Medium
2020,Entry,Full-Time,Data Analyst,20000,Euro,Portugal,Medium
2022,Entry,Full-Time,Data Analyst,15000,United States Dollar,Indonesia,Large
2022,Senior,Full-Time,Data Science Manager,193000,Australian Dollar,Australia,Large
2022,Entry,Full-Time,Machine Learning Engineer,83000,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Scientist,186000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,148800,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,112900,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,90320,United States Dollar,United States,Medium
2022,Senior,Full-Time,ML Engineer,240000,United States Dollar,United States,Medium
2022,Senior,Full-Time,ML Engineer,160000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Science Manager,300000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Science Manager,200000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Engineer,62500,Euro,Germany,Small
2022,Mid,Full-Time,AI Scientist,200000,United States Dollar,United States,Large
2022,Mid,Full-Time,Machine Learning Engineer,95000,British Pound Sterling,United Kingdom,Medium
2022,Mid,Full-Time,Machine Learning Engineer,75000,British Pound Sterling,United Kingdom,Medium
2022,Mid,Full-Time,AI Scientist,120000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analytics Manager,145000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analytics Manager,105400,United States Dollar,United States,Medium
2020,Entry,Full-Time,Data Scientist,43200,Euro,Germany,Small
2022,Senior,Full-Time,Data Scientist,215300,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Scientist,158200,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Engineer,209100,United States Dollar,United States,Large
2022,Mid,Full-Time,Machine Learning Engineer,80000,Euro,Germany,Medium
2022,Senior,Full-Time,Data Analyst,164000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,132000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,123000,United States Dollar,United States,Medium
2022,Mid,Full-Time,ETL Developer,50000,Euro,Greece,Medium
2022,Executive,Full-Time,Lead Data Engineer,150000,Canadian Dollar,Canada,Small
2022,Senior,Full-Time,Data Engineer,165400,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,132320,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Architect,208775,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Architect,147800,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,136994,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,101570,United States Dollar,United States,Medium
2022,Executive,Full-Time,Head of Machine Learning,6000000,Indian Rupee,India,Large
2022,Entry,Full-Time,Machine Learning Engineer,28500,British Pound Sterling,United Kingdom,Large
2022,Senior,Full-Time,Data Engineer,183600,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Engineer,100800,United States Dollar,United States,Large
2022,Mid,Full-Time,Data Analyst,40000,British Pound Sterling,United Kingdom,Medium
2022,Mid,Full-Time,Data Analyst,30000,British Pound Sterling,United Kingdom,Medium
2022,Mid,Full-Time,Data Analyst,40000,Euro,Spain,Medium
2022,Mid,Full-Time,Data Analyst,30000,Euro,Spain,Medium
2022,Mid,Full-Time,Data Analyst,40000,Euro,Greece,Medium
2022,Mid,Full-Time,Data Analyst,30000,Euro,Greece,Medium
2022,Senior,Full-Time,Data Scientist,140400,United States Dollar,United States,Large
2022,Mid,Full-Time,Data Engineer,60000,Euro,Spain,Medium
2022,Mid,Full-Time,Data Engineer,45000,Euro,Spain,Medium
2022,Senior,Full-Time,Data Scientist,260000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Scientist,35000,British Pound Sterling,United Kingdom,Medium
2022,Mid,Full-Time,Data Engineer,60000,Euro,Greece,Medium
2022,Mid,Full-Time,Data Engineer,45000,Euro,Greece,Medium
2022,Mid,Full-Time,Data Engineer,45000,British Pound Sterling,United Kingdom,Medium
2021,Mid,Full-Time,Machine Learning Engineer,43200,Euro,Italy,Large
2022,Senior,Full-Time,Data Science Engineer,60000,United States Dollar,Mexico,Large
2022,Mid,Full-Time,Data Engineer,82900,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Engineer,63900,United States Dollar,United States,Medium
2022,Mid,Full-Time,Machine Learning Scientist,160000,United States Dollar,United States,Large
2022,Mid,Full-Time,Machine Learning Scientist,112300,United States Dollar,United States,Large
2022,Mid,Full-Time,Data Science Manager,241000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Science Manager,159000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,80000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Analyst,58000,United States Dollar,United States,Small
2022,Senior,Full-Time,Data Engineer,136000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,108800,United States Dollar,United States,Medium
2022,Executive,Full-Time,Data Engineer,242000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Scientist,50000,British Pound Sterling,United Kingdom,Medium
2022,Mid,Full-Time,Data Scientist,30000,British Pound Sterling,United Kingdom,Medium
2022,Mid,Full-Time,Data Engineer,40000,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,Data Scientist,165220,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,120160,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,124190,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,181940,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,220110,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,160080,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,120000,United States Dollar,United States,Large
2022,Mid,Full-Time,Data Analyst,126500,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Analyst,106260,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,155000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,120600,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,102100,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,84900,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,136620,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,99360,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,90000,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,Data Scientist,80000,British Pound Sterling,United Kingdom,Medium
2022,Entry,Full-Time,Data Engineer,35000,British Pound Sterling,United Kingdom,Medium
2022,Executive,Full-Time,Data Analyst,130000,United States Dollar,United States,Medium
2022,Executive,Full-Time,Data Analyst,110000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,170000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Science Manager,161342,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Science Manager,137141,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,167000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,60000,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,Data Scientist,211500,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,138600,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Architect,192400,United States Dollar,Canada,Medium
2022,Senior,Full-Time,Data Architect,90700,United States Dollar,Canada,Medium
2022,Senior,Full-Time,Data Analyst,130000,United States Dollar,Canada,Medium
2022,Senior,Full-Time,Data Analyst,61300,United States Dollar,Canada,Medium
2022,Senior,Full-Time,Data Engineer,160000,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Engineer,113000,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Scientist,95550,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Analyst,167000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Analyst,115500,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,243900,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,156600,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,136600,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,128875,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,93700,United States Dollar,United States,Medium
2022,Executive,Full-Time,Head of Data Science,224000,United States Dollar,United States,Medium
2022,Executive,Full-Time,Head of Data Science,167875,United States Dollar,United States,Medium
2022,Executive,Full-Time,Analytics Engineer,175000,United States Dollar,United States,Medium
2022,Executive,Full-Time,Analytics Engineer,135000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,205300,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Scientist,176000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,200100,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,70500,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,54000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,205300,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,140400,United States Dollar,United States,Medium
2022,Senior,Full-Time,Analytics Engineer,205300,United States Dollar,United States,Medium
2022,Senior,Full-Time,Analytics Engineer,184700,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,175100,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,140250,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,116150,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,99050,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Analyst,85000,United States Dollar,Canada,Medium
2022,Mid,Full-Time,Data Analyst,75000,United States Dollar,Canada,Medium
2022,Senior,Full-Time,Machine Learning Engineer,214000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Engineer,192600,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Architect,266400,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Architect,213120,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Scientist,141300,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Scientist,102100,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Engineer,206699,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Engineer,99100,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,110500,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Analyst,50000,British Pound Sterling,United Kingdom,Medium
2022,Mid,Full-Time,Data Analyst,35000,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,Data Analyst,60000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,230000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analytics Manager,150260,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analytics Manager,109280,United States Dollar,United States,Medium
2022,Entry,Full-Time,Data Analyst,67000,United States Dollar,Canada,Medium
2022,Entry,Full-Time,Data Analyst,52000,United States Dollar,Canada,Medium
2022,Senior,Full-Time,Data Analyst,129000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,69000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Engineer,25000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,126500,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Analyst,106260,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Analyst,135000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Analyst,50000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Scientist,140000,British Pound Sterling,United Kingdom,Medium
2022,Mid,Full-Time,Data Scientist,70000,British Pound Sterling,United Kingdom,Medium
2022,Senior,Full-Time,Machine Learning Engineer,220000,United States Dollar,United States,Medium
2022,Mid,Full-Time,Data Scientist,200000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Engineer,120000,United States Dollar,United Arab Emirates,Small
2022,Senior,Full-Time,Machine Learning Engineer,65000,United States Dollar,United Arab Emirates,Small
2022,Executive,Full-Time,Data Engineer,324000,United States Dollar,United States,Medium
2022,Executive,Full-Time,Data Engineer,216000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,185100,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,104890,United States Dollar,United States,Medium
2022,Mid,Full-Time,Machine Learning Developer,100000,Canadian Dollar,Canada,Medium
2020,Senior,Full-Time,Machine Learning Manager,157000,Canadian Dollar,Canada,Large
2022,Executive,Full-Time,Director of Data Science,250000,Canadian Dollar,Canada,Large
2022,Mid,Full-Time,Machine Learning Engineer,120000,United States Dollar,United States,Small
2022,Mid,Full-Time,Business Data Analyst,1400000,Indian Rupee,India,Medium
2022,Mid,Full-Time,Data Scientist,2400000,Indian Rupee,India,Large
2022,Mid,Full-Time,Machine Learning Infrastructure Engineer,53000,Euro,Portugal,Large
2022,Mid,Part-Time,Data Engineer,50000,Euro,Germany,Large
2022,Entry,Full-Time,Data Scientist,1400000,Indian Rupee,India,Medium
2022,Mid,Full-Time,Applied Machine Learning Scientist,75000,United States Dollar,United States,Large
2022,Mid,Full-Time,Applied Data Scientist,157000,United States Dollar,United States,Large
2022,Mid,Full-Time,Business Data Analyst,90000,Canadian Dollar,Canada,Large
2022,Entry,Full-Time,Data Engineer,65000,United States Dollar,United States,Small
2022,Senior,Full-Time,Machine Learning Engineer,65000,Euro,Ireland,Small
2021,Mid,Full-Time,Data Scientist,109000,United States Dollar,United States,Large
2022,Mid,Full-Time,Data Scientist,88000,Canadian Dollar,Canada,Medium
2022,Mid,Full-Time,Data Analyst,20000,United States Dollar,Greece,Small
2021,Senior,Full-Time,Head of Data,87000,Euro,Slovenia,Large
2022,Senior,Full-Time,Head of Data,200000,United States Dollar,United States,Medium
2022,Entry,Full-Time,Data Scientist,66500,Canadian Dollar,Canada,Large
2022,Mid,Full-Time,Machine Learning Engineer,121000,Australian Dollar,Australia,Large
2022,Entry,Full-Time,Data Scientist,40000,United States Dollar,Malaysia,Large
2022,Mid,Full-Time,Head of Data,30000,Euro,Estonia,Small
2022,Senior,Full-Time,Machine Learning Engineer,57000,Euro,Netherlands,Large
2020,Entry,Full-Time,Data Engineer,48000,Euro,Germany,Large
2022,Senior,Full-Time,Research Scientist,85000,Euro,France,Large
2022,Entry,Full-Time,Data Scientist,120000,Australian Dollar,Australia,Medium
2022,Mid,Full-Time,Machine Learning Scientist,153000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Data Scientist,100000,United States Dollar,United States,Medium
2022,Senior,Full-Time,Machine Learning Developer,100000,Canadian Dollar,Canada,Medium
2022,Mid,Full-Time,Data Scientist,150000,Polish Zloty,Poland,Large
2022,Mid,Full-Time,Principal Data Analyst,75000,United States Dollar,Canada,Small
2020,Mid,Full-Time,Product Data Analyst,20000,United States Dollar,Honduras,Small
2022,Entry,Contract,Applied Machine Learning Scientist,29000,Euro,Czechia,Medium
2021,Mid,Full-Time,Research Scientist,69999,United States Dollar,Czechia,Large
2022,Entry,Full-Time,Data Engineer,52800,Euro,Germany,Medium
2022,Mid,Full-Time,Research Scientist,59000,Euro,Austria,Large
2022,Senior,Full-Time,Data Science Manager,152500,United States Dollar,United States,Medium
2022,Entry,Full-Time,Research Scientist,120000,United States Dollar,United States,Large
2022,Mid,Full-Time,Data Scientist,135000,United States Dollar,United States,Large
2022,Senior,Full-Time,Data Analytics Lead,405000,United States Dollar,United States,Large
2021,Senior,Full-Time,Data Engineer,150000,United States Dollar,United States,Large
